user_id,week_0,week_1,week_2,week_3,week_4,week_5,group,exam_score
126154,10.0,0.0,0.0,0.0,10.0,0.0,intervene,43.5
126160,20.0,0.0,0.0,0.0,0.0,50.0,advanced,85.0
126163,10.0,10.0,0.0,0.0,0.0,0.0,on-track,60.5
126166,10.0,0.0,0.0,20.0,10.0,0.0,on-track,67.5
126191,20.0,0.0,0.0,0.0,0.0,0.0,intervene,43.5
126217,50.0,0.0,0.0,10.0,0.0,0.0,advanced,82.0
126219,130.0,0.0,0.0,0.0,0.0,0.0,on-track,68.0
126557,20.0,0.0,0.0,30.0,40.0,0.0,on-track,67.5
128320,0.0,0.0,0.0,10.0,10.0,0.0,on-track,51.0
129351,10.0,0.0,10.0,0.0,0.0,0.0,intervene,34.0
129865,10.0,0.0,0.0,0.0,0.0,40.0,on-track,53.5
129882,50.0,0.0,0.0,0.0,0.0,0.0,intervene,44.0
136471,30.0,10.0,50.0,0.0,60.0,0.0,advanced,82.5
138901,20.0,0.0,0.0,0.0,0.0,10.0,intervene,37.0
143310,10.0,0.0,10.0,0.0,10.0,0.0,on-track,56.0
143395,20.0,10.0,0.0,0.0,0.0,0.0,on-track,63.5
143419,20.0,10.0,0.0,0.0,0.0,0.0,on-track,63.5
143435,10.0,0.0,0.0,0.0,20.0,0.0,on-track,54.0
143436,10.0,20.0,0.0,0.0,0.0,0.0,on-track,54.0
143468,10.0,20.0,0.0,0.0,0.0,0.0,intervene,46.5
143471,10.0,0.0,0.0,0.0,20.0,0.0,on-track,63.5
143562,10.0,10.0,0.0,0.0,0.0,0.0,on-track,53.0
143575,10.0,0.0,0.0,0.0,0.0,10.0,intervene,43.5
143576,10.0,10.0,0.0,0.0,0.0,0.0,intervene,34.0
143593,10.0,0.0,0.0,0.0,10.0,0.0,on-track,51.0
143665,10.0,20.0,0.0,0.0,0.0,0.0,intervene,46.5
143675,10.0,20.0,0.0,0.0,0.0,0.0,on-track,54.0
143677,20.0,0.0,0.0,0.0,0.0,0.0,on-track,60.5
144737,10.0,0.0,0.0,20.0,0.0,0.0,intervene,46.5
146194,10.0,0.0,10.0,0.0,0.0,0.0,on-track,51.0
146605,10.0,10.0,0.0,0.0,0.0,0.0,on-track,68.0
148194,10.0,0.0,0.0,0.0,0.0,10.0,on-track,60.5
149948,10.0,0.0,10.0,0.0,0.0,20.0,on-track,50.5
150122,30.0,0.0,0.0,10.0,0.0,0.0,advanced,75.0
150123,30.0,0.0,10.0,10.0,0.0,0.0,advanced,70.5
150130,10.0,0.0,30.0,0.0,0.0,0.0,on-track,50.5
151371,30.0,0.0,0.0,0.0,0.0,0.0,on-track,54.0
152879,10.0,0.0,30.0,0.0,0.0,0.0,intervene,41.0
166840,20.0,0.0,10.0,10.0,0.0,0.0,on-track,50.5
166887,10.0,0.0,0.0,20.0,0.0,0.0,intervene,46.5
166888,30.0,0.0,0.0,0.0,0.0,0.0,on-track,63.5
167172,20.0,10.0,20.0,0.0,0.0,0.0,advanced,78.0
167303,30.0,0.0,0.0,0.0,10.0,0.0,on-track,50.5
167307,10.0,0.0,20.0,10.0,0.0,0.0,advanced,75.0
167313,100.0,0.0,0.0,20.0,0.0,0.0,on-track,68.0
167319,10.0,0.0,0.0,0.0,10.0,0.0,intervene,34.0
167329,0.0,0.0,0.0,0.0,0.0,20.0,intervene,43.5
167350,40.0,0.0,10.0,0.0,0.0,0.0,advanced,78.0
167401,80.0,10.0,0.0,0.0,0.0,0.0,on-track,58.0
167675,20.0,0.0,0.0,0.0,0.0,0.0,intervene,43.5
167749,40.0,0.0,0.0,10.0,10.0,0.0,on-track,65.0
167765,10.0,20.0,0.0,0.0,0.0,0.0,on-track,54.0
167774,10.0,0.0,10.0,0.0,0.0,0.0,intervene,43.5
167991,30.0,0.0,30.0,0.0,0.0,0.0,advanced,74.5
167992,20.0,0.0,0.0,10.0,0.0,0.0,intervene,46.5
168010,20.0,0.0,0.0,0.0,0.0,10.0,on-track,56.0
168013,30.0,0.0,0.0,10.0,0.0,0.0,on-track,60.0
168022,10.0,0.0,0.0,10.0,0.0,0.0,intervene,43.5
168415,10.0,0.0,20.0,0.0,0.0,0.0,on-track,56.0
168473,20.0,10.0,0.0,0.0,0.0,0.0,on-track,63.5
168482,0.0,0.0,60.0,0.0,0.0,0.0,advanced,74.5
168568,50.0,0.0,0.0,30.0,70.0,0.0,on-track,65.5
168580,10.0,0.0,20.0,0.0,0.0,0.0,on-track,56.0
168605,10.0,0.0,0.0,10.0,0.0,0.0,intervene,43.5
168643,10.0,10.0,30.0,10.0,0.0,0.0,advanced,74.5
168687,40.0,0.0,0.0,0.0,0.0,10.0,advanced,78.0
168710,10.0,0.0,0.0,0.0,20.0,0.0,on-track,63.5
168952,30.0,0.0,10.0,0.0,0.0,0.0,on-track,50.5
169230,10.0,0.0,30.0,0.0,0.0,0.0,on-track,67.5
169258,20.0,40.0,10.0,0.0,0.0,0.0,on-track,60.5
169355,10.0,10.0,0.0,0.0,0.0,0.0,intervene,43.5
169466,10.0,10.0,0.0,10.0,0.0,0.0,intervene,46.5
169487,10.0,0.0,10.0,0.0,0.0,20.0,on-track,67.5
169508,10.0,0.0,0.0,0.0,0.0,30.0,on-track,50.5
169518,20.0,130.0,0.0,0.0,0.0,0.0,advanced,75.0
169597,10.0,0.0,0.0,0.0,0.0,10.0,on-track,51.0
169732,20.0,30.0,0.0,0.0,0.0,0.0,advanced,70.5
169999,10.0,0.0,0.0,10.0,0.0,0.0,on-track,60.5
170184,20.0,0.0,0.0,10.0,20.0,0.0,on-track,61.0
170216,30.0,0.0,10.0,0.0,0.0,0.0,on-track,50.5
170598,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
171164,10.0,0.0,0.0,10.0,0.0,0.0,intervene,43.5
171547,10.0,0.0,10.0,0.0,0.0,0.0,intervene,43.5
172501,10.0,0.0,0.0,0.0,0.0,20.0,intervene,46.5
172671,10.0,0.0,0.0,0.0,10.0,0.0,on-track,60.5
172777,10.0,0.0,0.0,0.0,0.0,20.0,on-track,63.5
173113,10.0,0.0,0.0,0.0,10.0,0.0,on-track,53.0
174136,10.0,30.0,20.0,0.0,0.0,0.0,advanced,82.0
174335,20.0,30.0,10.0,0.0,0.0,0.0,on-track,57.5
174591,60.0,10.0,0.0,0.0,0.0,0.0,advanced,85.0
175039,10.0,0.0,0.0,0.0,10.0,0.0,on-track,60.5
175226,30.0,0.0,30.0,0.0,0.0,10.0,on-track,60.5
175339,40.0,20.0,0.0,10.0,0.0,0.0,on-track,51.0
175791,60.0,0.0,0.0,0.0,0.0,0.0,on-track,48.0
175878,10.0,0.0,0.0,0.0,30.0,0.0,on-track,60.0
175885,10.0,10.0,0.0,0.0,0.0,0.0,on-track,51.0
176497,30.0,10.0,0.0,0.0,0.0,0.0,on-track,50.5
176501,20.0,10.0,10.0,0.0,0.0,0.0,on-track,58.0
176595,20.0,0.0,0.0,20.0,0.0,0.0,on-track,58.0
177322,20.0,10.0,0.0,0.0,0.0,0.0,intervene,46.5
177587,60.0,20.0,20.0,0.0,0.0,0.0,on-track,64.5
178377,10.0,0.0,0.0,0.0,0.0,0.0,on-track,64.0
178720,20.0,0.0,10.0,0.0,0.0,0.0,intervene,46.5
178734,0.0,0.0,0.0,0.0,10.0,0.0,intervene,39.5
179533,20.0,0.0,0.0,0.0,10.0,0.0,on-track,63.5
180144,40.0,30.0,0.0,0.0,40.0,0.0,on-track,65.0
180306,40.0,0.0,0.0,10.0,0.0,0.0,advanced,78.0
181445,10.0,0.0,0.0,0.0,0.0,50.0,advanced,74.5
181957,10.0,0.0,10.0,0.0,0.0,0.0,on-track,60.5
184052,20.0,10.0,0.0,0.0,0.0,0.0,advanced,71.0
184067,20.0,10.0,0.0,0.0,0.0,0.0,intervene,46.5
184286,10.0,0.0,0.0,20.0,0.0,0.0,on-track,54.0
184350,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
184827,0.0,0.0,0.0,10.0,0.0,0.0,on-track,56.5
185025,20.0,0.0,0.0,10.0,0.0,0.0,intervene,46.5
194258,40.0,30.0,0.0,0.0,0.0,0.0,advanced,85.0
198574,30.0,20.0,10.0,20.0,0.0,30.0,on-track,65.0
198990,20.0,20.0,40.0,0.0,0.0,0.0,on-track,55.0
200264,30.0,10.0,0.0,0.0,0.0,10.0,advanced,70.5
200480,20.0,0.0,0.0,0.0,0.0,10.0,on-track,56.0
200600,20.0,0.0,0.0,10.0,0.0,0.0,on-track,63.5
206737,10.0,0.0,0.0,20.0,0.0,0.0,intervene,46.5
206746,10.0,0.0,0.0,10.0,0.0,0.0,on-track,68.0
208407,20.0,0.0,0.0,20.0,10.0,0.0,advanced,78.0
220105,20.0,0.0,0.0,0.0,40.0,0.0,on-track,57.5
220167,0.0,0.0,0.0,0.0,0.0,0.0,on-track,53.5
220203,10.0,0.0,10.0,0.0,0.0,0.0,intervene,34.0
220206,10.0,20.0,0.0,0.0,0.0,0.0,intervene,46.5
220214,20.0,0.0,0.0,0.0,0.0,0.0,intervene,34.0
220219,20.0,0.0,0.0,10.0,0.0,0.0,intervene,46.5
220270,30.0,0.0,10.0,0.0,0.0,0.0,intervene,41.0
220282,10.0,0.0,80.0,50.0,0.0,0.0,on-track,61.5
220286,30.0,0.0,30.0,0.0,20.0,0.0,advanced,81.5
220290,10.0,30.0,0.0,0.0,10.0,0.0,on-track,53.5
220434,10.0,0.0,0.0,50.0,0.0,0.0,on-track,48.0
220436,50.0,0.0,0.0,10.0,0.0,0.0,advanced,82.0
220443,30.0,0.0,0.0,10.0,0.0,0.0,advanced,75.0
220450,10.0,0.0,0.0,0.0,0.0,30.0,on-track,50.5
220608,30.0,0.0,0.0,0.0,0.0,0.0,on-track,63.5
220609,10.0,0.0,0.0,20.0,0.0,0.0,intervene,46.5
220611,20.0,0.0,0.0,10.0,0.0,0.0,intervene,37.0
220612,20.0,0.0,20.0,0.0,0.0,0.0,on-track,67.5
220625,60.0,40.0,0.0,0.0,10.0,0.0,on-track,68.5
220641,130.0,0.0,20.0,0.0,0.0,0.0,advanced,75.0
220715,60.0,0.0,0.0,20.0,0.0,0.0,on-track,64.5
220717,30.0,0.0,0.0,0.0,0.0,20.0,on-track,63.0
220719,10.0,0.0,0.0,20.0,0.0,0.0,on-track,56.0
220728,20.0,0.0,0.0,10.0,0.0,0.0,intervene,37.0
220729,10.0,30.0,0.0,0.0,0.0,0.0,advanced,75.0
220737,50.0,0.0,10.0,0.0,0.0,0.0,advanced,74.5
220900,10.0,0.0,20.0,0.0,0.0,0.0,intervene,46.5
220905,10.0,0.0,0.0,10.0,0.0,10.0,intervene,37.0
220906,20.0,0.0,0.0,10.0,0.0,0.0,on-track,63.5
220908,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
220913,30.0,0.0,0.0,10.0,0.0,0.0,advanced,75.0
220923,10.0,0.0,70.0,0.0,0.0,0.0,advanced,72.0
220966,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
221226,40.0,0.0,0.0,0.0,100.0,0.0,advanced,78.5
221227,10.0,0.0,90.0,0.0,0.0,0.0,advanced,70.5
221228,30.0,0.0,80.0,0.0,0.0,0.0,on-track,61.0
221229,20.0,0.0,0.0,0.0,0.0,20.0,on-track,67.5
221230,20.0,0.0,40.0,0.0,0.0,0.0,on-track,48.0
221231,110.0,0.0,0.0,0.0,40.0,0.0,on-track,65.5
221236,130.0,0.0,0.0,0.0,0.0,60.0,advanced,96.5
221237,20.0,0.0,40.0,0.0,0.0,0.0,advanced,74.5
221238,10.0,0.0,0.0,0.0,20.0,0.0,on-track,56.0
221239,150.0,40.0,40.0,0.0,0.0,0.0,advanced,100.0
221241,20.0,0.0,0.0,0.0,60.0,0.0,on-track,55.0
221243,50.0,0.0,40.0,0.0,0.0,0.0,on-track,61.5
221246,30.0,110.0,10.0,0.0,0.0,50.0,advanced,92.0
221247,40.0,0.0,0.0,0.0,0.0,40.0,on-track,64.5
221250,70.0,0.0,0.0,0.0,20.0,0.0,on-track,61.5
221258,20.0,0.0,80.0,0.0,0.0,0.0,on-track,64.5
221388,30.0,0.0,0.0,0.0,0.0,40.0,on-track,70.0
221393,40.0,0.0,0.0,0.0,0.0,10.0,on-track,63.0
221395,20.0,0.0,0.0,130.0,130.0,0.0,advanced,100.0
221397,50.0,0.0,80.0,0.0,40.0,0.0,advanced,72.5
221399,170.0,40.0,0.0,0.0,0.0,0.0,advanced,85.5
221401,150.0,40.0,0.0,0.0,0.0,0.0,advanced,79.5
221403,110.0,0.0,0.0,0.0,10.0,0.0,on-track,68.0
221406,30.0,0.0,20.0,0.0,0.0,10.0,on-track,67.0
221407,30.0,0.0,0.0,0.0,0.0,130.0,on-track,68.5
221408,140.0,20.0,0.0,0.0,0.0,0.0,on-track,68.5
221412,10.0,0.0,10.0,0.0,0.0,0.0,on-track,51.0
221415,160.0,0.0,40.0,10.0,20.0,20.0,advanced,100.0
221416,20.0,20.0,30.0,0.0,80.0,30.0,advanced,75.5
221419,80.0,70.0,10.0,10.0,0.0,0.0,advanced,82.0
221424,10.0,10.0,10.0,0.0,0.0,0.0,intervene,46.5
221427,10.0,0.0,0.0,0.0,0.0,0.0,intervene,39.5
221431,10.0,200.0,0.0,10.0,0.0,0.0,advanced,100.0
221432,20.0,0.0,120.0,0.0,20.0,0.0,on-track,68.5
221434,10.0,0.0,0.0,0.0,0.0,20.0,on-track,54.0
221436,90.0,0.0,0.0,0.0,80.0,70.0,advanced,100.0
221437,110.0,0.0,40.0,0.0,0.0,0.0,on-track,65.5
221438,20.0,180.0,0.0,0.0,10.0,50.0,advanced,100.0
221439,220.0,0.0,0.0,0.0,20.0,10.0,advanced,99.5
221440,100.0,0.0,20.0,0.0,0.0,0.0,advanced,77.5
221513,20.0,0.0,0.0,0.0,60.0,0.0,advanced,89.0
221517,50.0,0.0,20.0,0.0,50.0,0.0,on-track,64.0
221519,60.0,0.0,0.0,20.0,0.0,0.0,on-track,64.5
221520,20.0,0.0,10.0,0.0,0.0,0.0,on-track,63.5
221522,40.0,0.0,100.0,0.0,0.0,0.0,on-track,61.5
221523,90.0,180.0,0.0,0.0,0.0,0.0,advanced,100.0
221525,20.0,0.0,0.0,10.0,0.0,10.0,advanced,75.0
221526,10.0,10.0,20.0,0.0,0.0,0.0,on-track,50.5
221527,10.0,0.0,0.0,0.0,0.0,0.0,on-track,49.0
221528,70.0,20.0,20.0,30.0,0.0,10.0,on-track,65.5
221530,240.0,30.0,0.0,0.0,0.0,0.0,advanced,100.0
221531,80.0,0.0,0.0,0.0,30.0,20.0,on-track,68.0
221533,20.0,0.0,20.0,0.0,90.0,0.0,on-track,68.0
221535,50.0,0.0,30.0,0.0,0.0,0.0,on-track,55.0
221537,150.0,0.0,0.0,0.0,0.0,10.0,advanced,85.5
221539,70.0,0.0,0.0,0.0,50.0,0.0,on-track,68.0
221548,120.0,0.0,10.0,90.0,40.0,0.0,advanced,100.0
221582,20.0,0.0,40.0,0.0,0.0,0.0,on-track,65.0
221655,40.0,10.0,0.0,0.0,0.0,0.0,intervene,44.0
221721,0.0,0.0,0.0,23.5,0.0,0.0,on-track,52.0
221804,40.0,0.0,0.0,10.0,0.0,0.0,on-track,63.0
221827,10.0,0.0,0.0,0.0,50.0,0.0,on-track,67.0
221905,0.0,0.0,0.0,0.0,0.0,0.0,on-track,53.5
222093,10.0,0.0,0.0,0.0,0.0,50.0,on-track,67.0
222116,40.0,10.0,10.0,0.0,0.0,0.0,on-track,65.0
222121,130.0,0.0,0.0,40.0,20.0,40.0,advanced,100.0
222124,10.0,0.0,0.0,10.0,0.0,0.0,on-track,60.5
222160,30.0,20.0,0.0,0.0,0.0,0.0,advanced,70.5
222217,0.0,10.0,0.0,0.0,0.0,0.0,intervene,39.5
222238,10.0,0.0,0.0,10.0,0.0,0.0,intervene,43.5
222275,40.0,0.0,10.0,0.0,0.0,0.0,advanced,70.5
222281,10.0,0.0,0.0,0.0,10.0,0.0,on-track,51.0
222284,0.0,0.0,0.0,60.0,0.0,0.0,on-track,67.0
222298,10.0,0.0,0.0,0.0,50.0,0.0,advanced,74.5
222324,10.0,0.0,0.0,0.0,50.0,0.0,advanced,74.5
222326,50.0,0.0,0.0,0.0,0.0,0.0,on-track,61.0
222341,20.0,0.0,0.0,0.0,40.0,0.0,advanced,74.5
222358,40.0,0.0,0.0,0.0,0.0,50.0,on-track,61.5
222369,20.0,0.0,0.0,50.0,0.0,0.0,on-track,60.5
222375,30.0,0.0,0.0,0.0,0.0,10.0,on-track,50.5
222386,10.0,0.0,0.0,0.0,0.0,50.0,on-track,65.0
222391,20.0,0.0,0.0,0.0,0.0,10.0,intervene,37.0
222394,10.0,0.0,0.0,0.0,0.0,0.0,on-track,56.5
222398,60.0,0.0,0.0,0.0,10.0,10.0,on-track,55.0
222442,20.0,0.0,0.0,0.0,20.0,20.0,on-track,67.0
222444,10.0,0.0,0.0,0.0,0.0,50.0,on-track,65.0
222445,10.0,0.0,0.0,0.0,0.0,10.0,intervene,43.5
222519,30.0,10.0,0.0,0.0,0.0,10.0,intervene,44.0
222522,10.0,0.0,0.0,0.0,0.0,0.0,intervene,39.5
222529,30.0,0.0,30.0,0.0,0.0,0.0,on-track,65.0
222581,20.0,0.0,0.0,0.0,0.0,10.0,on-track,63.5
222614,40.0,0.0,0.0,0.0,0.0,10.0,intervene,44.0
222719,10.0,0.0,0.0,0.0,10.0,0.0,intervene,43.5
222757,10.0,0.0,0.0,0.0,0.0,30.0,on-track,67.5
222835,10.0,0.0,0.0,0.0,0.0,20.0,intervene,46.5
222846,50.0,0.0,0.0,10.0,0.0,0.0,on-track,67.0
222899,10.0,0.0,0.0,0.0,0.0,10.0,on-track,51.0
222919,20.0,0.0,20.0,0.0,0.0,0.0,on-track,58.0
222975,30.0,10.0,0.0,20.0,0.0,0.0,advanced,74.5
222981,20.0,40.0,0.0,0.0,0.0,0.0,advanced,82.0
223028,30.0,0.0,0.0,10.0,0.0,0.0,on-track,50.5
223147,10.0,0.0,0.0,0.0,10.0,10.0,advanced,71.0
223194,30.0,30.0,0.0,0.0,0.0,0.0,on-track,65.0
223217,10.0,20.0,0.0,0.0,0.0,0.0,intervene,46.5
223227,0.0,20.0,0.0,0.0,0.0,0.0,on-track,51.0
223231,10.0,0.0,0.0,0.0,10.0,0.0,on-track,68.0
223236,30.0,0.0,0.0,0.0,10.0,10.0,intervene,44.0
223250,20.0,40.0,0.0,0.0,0.0,0.0,on-track,65.0
223350,10.0,0.0,20.0,0.0,0.0,0.0,intervene,37.0
223413,10.0,0.0,0.0,0.0,0.0,40.0,advanced,70.5
223431,10.0,0.0,0.0,0.0,0.0,10.0,on-track,68.0
223441,20.0,0.0,0.0,20.0,0.0,0.0,on-track,50.5
223472,10.0,30.0,0.0,0.0,0.0,0.0,on-track,58.0
223505,50.0,0.0,0.0,0.0,10.0,0.0,on-track,57.5
223548,10.0,0.0,0.0,10.0,0.0,0.0,intervene,43.5
223549,30.0,20.0,10.0,0.0,0.0,0.0,advanced,74.5
223621,0.0,0.0,0.0,0.0,0.0,0.0,on-track,53.5
223703,20.0,10.0,10.0,10.0,0.0,0.0,intervene,44.0
223780,240.0,0.0,50.0,0.0,0.0,0.0,advanced,100.0
223801,20.0,0.0,10.0,0.0,70.0,0.0,on-track,64.5
223838,40.0,20.0,0.0,0.0,0.0,0.0,on-track,57.5
223959,20.0,0.0,0.0,10.0,0.0,0.0,intervene,37.0
223981,40.0,20.0,0.0,0.0,0.0,0.0,on-track,65.0
224038,10.0,0.0,10.0,0.0,0.0,0.0,intervene,34.0
224080,30.0,30.0,10.0,0.0,0.0,0.0,advanced,77.5
224141,30.0,0.0,20.0,0.0,0.0,0.0,on-track,53.5
224148,10.0,0.0,0.0,20.0,0.0,10.0,on-track,60.0
224165,10.0,0.0,0.0,0.0,20.0,0.0,intervene,46.5
224210,30.0,0.0,0.0,0.0,10.0,0.0,on-track,50.5
224283,20.0,0.0,10.0,0.0,0.0,0.0,on-track,54.0
224287,40.0,0.0,0.0,0.0,0.0,20.0,on-track,57.5
224441,10.0,0.0,0.0,0.0,0.0,0.0,on-track,47.0
224613,10.0,0.0,0.0,10.0,0.0,0.0,on-track,53.0
224973,10.0,0.0,0.0,13.5,0.0,0.0,intervene,44.5
225113,0.0,0.0,0.0,0.0,0.0,0.0,intervene,36.5
225124,20.0,0.0,0.0,0.0,0.0,0.0,on-track,68.0
225150,40.0,10.0,0.0,0.0,0.0,0.0,intervene,44.0
225338,10.0,0.0,30.0,0.0,0.0,0.0,on-track,58.0
225577,50.0,10.0,0.0,0.0,0.0,0.0,on-track,65.0
225602,20.0,0.0,0.0,0.0,20.0,0.0,on-track,50.5
225822,30.0,0.0,10.0,0.0,0.0,0.0,on-track,67.5
225870,40.0,10.0,0.0,0.0,30.0,30.0,on-track,61.0
226326,30.0,10.0,0.0,0.0,0.0,0.0,on-track,67.5
226395,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
226445,10.0,10.0,0.0,0.0,0.0,0.0,on-track,51.0
226547,30.0,0.0,10.0,0.0,0.0,0.0,on-track,67.5
226555,40.0,0.0,20.0,0.0,0.0,0.0,on-track,65.0
226729,30.0,10.0,0.0,0.0,0.0,0.0,on-track,50.5
226731,10.0,0.0,0.0,0.0,0.0,10.0,on-track,60.5
226747,20.0,10.0,0.0,0.0,0.0,0.0,advanced,71.0
226774,10.0,0.0,0.0,0.0,20.0,0.0,on-track,54.0
226779,10.0,0.0,0.0,0.0,10.0,0.0,on-track,51.0
226780,10.0,0.0,0.0,0.0,20.0,0.0,intervene,37.0
226787,10.0,0.0,0.0,10.0,0.0,0.0,on-track,51.0
226999,40.0,0.0,10.0,0.0,0.0,0.0,advanced,70.5
227049,30.0,10.0,0.0,0.0,0.0,0.0,on-track,67.5
227082,20.0,0.0,10.0,10.0,0.0,0.0,on-track,60.0
227089,10.0,0.0,0.0,20.0,0.0,0.0,intervene,46.5
227091,10.0,0.0,10.0,0.0,0.0,0.0,intervene,43.5
227092,20.0,0.0,0.0,0.0,10.0,0.0,on-track,63.5
227105,10.0,0.0,10.0,0.0,0.0,0.0,on-track,60.5
227117,20.0,0.0,0.0,0.0,0.0,10.0,intervene,37.0
227126,10.0,0.0,10.0,0.0,0.0,0.0,on-track,51.0
227170,10.0,0.0,20.0,0.0,0.0,0.0,on-track,63.5
227186,10.0,0.0,0.0,0.0,0.0,10.0,intervene,43.5
227226,10.0,0.0,0.0,20.0,0.0,0.0,on-track,63.5
227316,0.0,0.0,0.0,0.0,0.0,30.0,on-track,54.0
227414,10.0,10.0,0.0,0.0,0.0,0.0,intervene,43.5
227455,20.0,0.0,10.0,0.0,0.0,10.0,on-track,67.5
227518,10.0,0.0,0.0,0.0,20.0,0.0,intervene,37.0
227533,10.0,0.0,0.0,10.0,0.0,0.0,on-track,68.0
227539,20.0,0.0,0.0,0.0,0.0,10.0,on-track,56.0
227542,10.0,0.0,0.0,0.0,20.0,0.0,advanced,71.0
227545,10.0,10.0,0.0,0.0,0.0,0.0,intervene,43.5
227559,20.0,10.0,0.0,0.0,0.0,0.0,intervene,46.5
227567,10.0,20.0,10.0,0.0,0.0,0.0,advanced,75.0
227651,10.0,0.0,10.0,0.0,0.0,0.0,on-track,51.0
