user_id,order_id,relative_week,problem_id,score
125430,163300098,0,13935,10.0
125430,163381458,1,5969,10.0
125430,163677456,5,9424,10.0
125431,163227626,0,7155,10.0
125431,163477821,2,39162,10.0
125435,163632509,0,39162,0.0
125435,163732531,1,10597,0.0
125435,164032804,4,8949,0.0
125489,163239091,0,12450,10.0
125489,163303885,0,7155,10.0
125489,163577689,3,8949,0.0
125489,163578186,3,39162,10.0
125489,163579170,3,9180,10.0
125489,163614142,4,9424,10.0
125490,163461655,0,236309,0.0
125490,163494661,0,9424,0.0
125490,163621563,1,10597,0.0
125490,163676649,2,8585,0.0
125498,163384200,0,12450,10.0
125498,163384261,0,5976,10.0
125498,163431934,0,9424,10.0
125498,163604142,2,8949,10.0
125498,163606051,2,8585,10.0
125498,163821713,5,9180,10.0
125498,163821883,5,10597,10.0
125502,163295097,0,8585,10.0
125502,163505779,2,5968,10.0
125555,163529356,0,9424,10.0
125555,164032126,5,6851,10.0
125566,163175578,0,236309,10.0
125566,163175602,0,10265,10.0
125566,163366734,2,9180,10.0
125566,163632059,5,10597,10.0
125583,163271048,0,5976,10.0
125583,163409142,1,236309,10.0
125583,163621951,4,10597,10.0
125584,163606425,0,7157,10.0
125584,163884232,3,7155,10.0
125584,164032890,4,14247,10.0
125584,164033108,4,5969,10.0
125584,164033291,4,6851,10.0
125585,163213607,0,5976,10.0
125585,163338308,1,39162,0.0
125585,163620809,4,10597,0.0
125587,163206796,0,5969,10.0
125587,163207473,0,8949,10.0
125587,163708455,5,39162,10.0
125589,163347199,0,9424,10.0
125589,163605641,2,39162,10.0
125589,163620637,3,11899,10.0
125589,163620885,3,7157,10.0
125589,163621096,3,7014,10.0
125589,163621247,3,37570,10.0
125589,163621674,3,5968,0.0
125599,163621726,0,9424,10.0
125599,164006480,4,9180,10.0
125599,164009061,4,10597,10.0
125599,164013753,4,39162,10.0
125599,164015096,4,8585,10.0
125630,163826174,0,37570,0.0
125630,163832206,0,5968,10.0
125630,163832262,0,6473,10.0
125630,163832301,0,7195,10.0
125630,163839424,0,14247,10.0
125630,163843354,0,21257,10.0
125630,163843423,0,7155,10.0
125630,163866175,0,8949,10.0
125630,163866543,0,9424,10.0
125630,163866912,0,9180,10.0
125630,163867358,0,5969,10.0
125630,163903707,0,9244,10.0
125630,163903956,0,236309,10.0
125630,163904243,0,6851,10.0
125630,163904373,0,7157,10.0
125630,163904467,0,5976,10.0
125630,163904820,0,10265,10.0
125630,163905154,0,13935,10.0
125630,164000823,2,10597,10.0
125630,164052269,2,39162,0.0
125630,164054246,2,8585,10.0
125728,164387205,0,12450,10.0
125728,164387394,0,10293,10.0
125728,164666878,3,9428,10.0
125801,163364030,0,9180,0.0
125801,163409926,0,10597,0.0
125801,163477425,1,39162,10.0
125801,163477870,1,8585,10.0
125801,163479625,1,5969,10.0
125801,163606764,2,6851,10.0
125807,163336853,0,236309,10.0
125807,163677403,3,8949,10.0
125820,163240101,0,14247,10.0
125820,163242378,0,9180,10.0
125820,163581580,3,8949,10.0
125820,163694572,5,6473,10.0
125820,163757616,5,13935,10.0
125844,163483074,0,39162,0.0
125844,163544794,0,8949,0.0
125844,163620074,1,9180,0.0
125844,163679744,2,10597,0.0
125844,163871970,4,8585,10.0
125845,163172728,0,10265,10.0
125845,163410512,2,5969,10.0
125848,163338616,0,9424,10.0
125848,163444308,1,8585,0.0
125848,163632280,3,9244,10.0
125848,163632594,3,9180,0.0
125848,163677854,3,13935,10.0
125875,163294786,0,9424,10.0
125875,163542313,2,12450,10.0
125884,163607580,0,8949,0.0
125884,164053368,5,8585,10.0
125884,164055342,5,10597,10.0
125886,163621445,0,8585,10.0
125886,163865502,2,12450,10.0
125886,164014710,4,10597,10.0
125886,164015497,4,39162,10.0
125886,164075474,5,14247,10.0
125886,164075596,5,9424,10.0
125886,164075892,5,8949,10.0
125886,164077500,5,6851,10.0
125886,164083579,5,5976,10.0
125893,163410770,0,9180,10.0
125893,163765283,4,236309,10.0
125933,169786417,0,37980,10.0
125933,169923352,1,5918,10.0
125933,170090291,3,9424,10.0
126146,163621016,0,39162,10.0
126146,163866415,2,8585,10.0
126146,163916758,3,5969,10.0
126146,163929855,3,7155,10.0
126146,163930607,3,9424,10.0
126146,164005040,4,9180,10.0
126146,164006974,4,10597,10.0
126146,164014719,4,5968,10.0
126146,164015115,4,10265,10.0
126146,164015425,4,7195,10.0
126146,164050839,4,7014,10.0
126146,164075374,5,5976,10.0
126146,164075612,5,37570,10.0
126154,163174596,0,13935,10.0
126154,163545914,4,6473,10.0
126160,163569178,0,7155,10.0
126160,163570124,0,9424,10.0
126160,164009169,5,8585,10.0
126160,164033518,5,39162,10.0
126160,164076066,5,8949,10.0
126160,164076248,5,9180,10.0
126160,164078044,5,10597,10.0
126163,163173027,0,5969,10.0
126163,163298046,1,9244,10.0
126166,163567774,0,13935,10.0
126166,163866724,3,5976,10.0
126166,163867404,3,12450,10.0
126166,163965677,4,9180,10.0
126191,168092264,0,37980,10.0
126191,168093624,0,5918,10.0
126191,168094003,0,37374,0.0
126191,168551180,5,10264,0.0
126217,165700617,0,11899,10.0
126217,165700644,0,7157,10.0
126217,165700682,0,7014,10.0
126217,165700787,0,37570,10.0
126217,165774977,0,11893,10.0
126217,165994686,3,6402,10.0
126219,163899869,0,8585,10.0
126219,163928756,0,39162,10.0
126219,163955259,0,9180,10.0
126219,163956228,0,8949,0.0
126219,163956545,0,5968,0.0
126219,163965744,0,12450,10.0
126219,163965888,0,9244,10.0
126219,163966058,0,5976,0.0
126219,163968178,0,9424,10.0
126219,163968636,0,7157,10.0
126219,163968944,0,7014,10.0
126219,163968981,0,37570,0.0
126219,163969597,0,13935,10.0
126219,163969782,0,14247,0.0
126219,163969818,0,6473,10.0
126219,163970094,0,7155,10.0
126219,163970326,0,5965,10.0
126219,163970594,0,21257,10.0
126219,164007470,1,5969,0.0
126219,164008558,1,10265,0.0
126219,164043605,1,236309,0.0
126557,163621792,0,12450,10.0
126557,163632942,0,14247,10.0
126557,163951167,3,37570,10.0
126557,163964630,3,13935,10.0
126557,163965047,3,5968,10.0
126557,164007523,4,10597,0.0
126557,164008970,4,6851,10.0
126557,164047184,4,8949,10.0
126557,164047417,4,7155,10.0
126557,164048588,4,5969,10.0
128320,163676752,0,8585,0.0
128320,164022032,3,7155,10.0
128320,164042361,4,39162,10.0
129351,174382981,0,14168,10.0
129351,174594197,2,37374,10.0
129351,174594877,2,39162,0.0
129865,169913511,0,37980,10.0
129865,170418391,5,10265,10.0
129865,170418475,5,37876,10.0
129865,170418535,5,5976,10.0
129865,170418667,5,10597,10.0
129882,170440798,0,10265,10.0
129882,170441115,0,37876,10.0
129882,170441226,0,5976,10.0
129882,170441438,0,10597,10.0
129882,170441641,0,37980,10.0
129882,170610476,1,9428,0.0
136471,170607241,0,8949,10.0
136471,170642732,0,6473,10.0
136471,170642769,0,12450,10.0
136471,170725421,1,6402,10.0
136471,170794489,2,9428,0.0
136471,170794691,2,11893,10.0
136471,170794728,2,236309,10.0
136471,170794806,2,10265,10.0
136471,170805954,2,10264,10.0
136471,170806055,2,37876,10.0
136471,170998913,4,37980,10.0
136471,171021919,4,10293,10.0
136471,171030136,4,39162,10.0
136471,171031346,4,10597,10.0
136471,171031664,4,9180,10.0
136471,171031747,4,9424,10.0
138901,167009644,0,8585,10.0
138901,167020377,0,6851,10.0
138901,167450580,5,6921,10.0
143310,164897490,0,8585,10.0
143310,165100220,2,14247,10.0
143310,165246236,4,37374,10.0
143395,165957595,0,8928,10.0
143395,166026129,0,12450,10.0
143395,166055615,1,6402,10.0
143419,165960388,0,8928,10.0
143419,166027704,0,12450,10.0
143419,166057584,1,6402,10.0
143435,165661464,0,8928,10.0
143435,166026636,4,12450,10.0
143435,166027027,4,6402,10.0
143436,165960621,0,8928,10.0
143436,166091319,1,12450,10.0
143436,166091500,1,6402,10.0
143468,165960093,0,8928,10.0
143468,166051017,1,12450,10.0
143468,166051220,1,6402,10.0
143471,165665433,0,8928,10.0
143471,166024780,4,12450,10.0
143471,166072312,4,6402,10.0
143562,163230710,0,5968,10.0
143562,163392415,1,10195,10.0
143575,168296686,0,236309,10.0
143575,168766978,5,37570,10.0
143576,166055452,0,12450,10.0
143576,166221170,1,6402,10.0
143593,164646358,0,5968,10.0
143593,165021724,4,37570,10.0
143665,165958519,0,8928,10.0
143665,166054212,1,12450,10.0
143665,166054293,1,6402,10.0
143675,165954719,0,8928,10.0
143675,166044977,1,12450,10.0
143675,166045202,1,6402,10.0
143677,165252745,0,7035,10.0
143677,165254592,0,7167,10.0
143677,165738263,5,9424,0.0
144737,165709175,0,8928,10.0
144737,166026384,3,6402,10.0
144737,166026852,3,12450,10.0
146194,165294216,0,9424,10.0
146194,165525122,2,19362,0.0
146194,165525765,2,14442,0.0
146194,165526043,2,10195,0.0
146194,165526272,2,6009,0.0
146194,165528861,2,9423,0.0
146194,165536676,2,26902,0.0
146194,165536733,2,12450,0.0
146194,165539835,2,21257,0.0
146194,165541522,2,6937,10.0
146605,173887269,0,10195,10.0
146605,174026740,1,8946,10.0
148194,163866560,0,11893,10.0
148194,164321070,5,7166,10.0
149948,166175959,0,6465,10.0
149948,166383212,2,21257,10.0
149948,166618836,5,11893,10.0
149948,166621366,5,31260,10.0
150122,165355096,0,31260,10.0
150122,165357117,0,21257,10.0
150122,165358030,0,37570,10.0
150122,165647672,3,10265,10.0
150122,165648331,3,9428,0.0
150123,165297927,0,6465,10.0
150123,165298707,0,10265,10.0
150123,165299132,0,9428,10.0
150123,165532757,2,21257,10.0
150123,165588473,3,236309,10.0
150130,166390486,0,31260,10.0
150130,166631017,2,21257,10.0
150130,166632137,2,9424,10.0
150130,166632734,2,8949,10.0
151371,165646378,0,12450,10.0
151371,165646849,0,10265,0.0
151371,165647539,0,7020,10.0
151371,165647612,0,5965,10.0
151371,165648024,0,236309,0.0
151371,165888537,2,37570,0.0
152879,164626944,0,6921,10.0
152879,164810075,2,7014,10.0
152879,164810615,2,37980,10.0
152879,164810759,2,13935,10.0
166840,171020011,0,5898,10.0
166840,171033463,0,7035,10.0
166840,171230409,2,5918,10.0
166840,171313278,3,14168,10.0
166887,163350674,0,12450,10.0
166887,163684612,3,6402,10.0
166887,163685756,3,6473,10.0
166888,163351917,0,6473,10.0
166888,163353088,0,6402,10.0
166888,163353647,0,12450,10.0
166888,163685589,3,37876,0.0
167172,171060129,0,7035,10.0
167172,171060470,0,5918,10.0
167172,171213979,1,8585,10.0
167172,171279778,2,5898,10.0
167172,171283119,2,9222,10.0
167303,163569049,0,8928,10.0
167303,163582154,0,9180,10.0
167303,163649663,0,8949,10.0
167303,163984283,4,10597,10.0
167307,163691524,0,8949,10.0
167307,163897772,2,8928,10.0
167307,163897964,2,9180,10.0
167307,163972288,3,10597,10.0
167313,170354186,0,6913,10.0
167313,170354198,0,11829,10.0
167313,170354227,0,14211,10.0
167313,170354297,0,10264,10.0
167313,170354403,0,9423,10.0
167313,170354453,0,8946,10.0
167313,170354589,0,14168,10.0
167313,170354783,0,9244,10.0
167313,170355042,0,9424,10.0
167313,170355181,0,39162,0.0
167313,170358196,0,31260,10.0
167313,170626051,3,10833,10.0
167313,170628525,3,24173,10.0
167319,170330097,0,5918,10.0
167319,170727633,4,37980,10.0
167329,164144569,0,39162,0.0
167329,164652777,5,9180,10.0
167329,164653234,5,9424,10.0
167350,163684392,0,8949,10.0
167350,163684526,0,9180,10.0
167350,163687143,0,12450,10.0
167350,163687426,0,6473,10.0
167350,163943531,2,39162,10.0
167401,170568368,0,37374,10.0
167401,170568438,0,37570,10.0
167401,170617952,0,6009,10.0
167401,170618479,0,9423,10.0
167401,170618497,0,8949,10.0
167401,170618508,0,9180,10.0
167401,170618645,0,9244,10.0
167401,170623652,0,6465,10.0
167401,170655954,1,31260,10.0
167675,163800754,0,6473,10.0
167675,163801437,0,12450,10.0
167675,164087764,3,8949,0.0
167749,163350413,0,12450,10.0
167749,163350707,0,6402,10.0
167749,163351627,0,6473,10.0
167749,163352921,0,39162,10.0
167749,163687165,3,9428,10.0
167749,163741691,4,11893,10.0
167765,163686304,0,39162,10.0
167765,163834862,1,10597,10.0
167765,163835230,1,6473,10.0
167774,163626102,0,10597,10.0
167774,163875873,2,39162,10.0
167991,163768330,0,8949,10.0
167991,163768364,0,9424,10.0
167991,163768422,0,9180,10.0
167991,163941592,2,12450,10.0
167991,163941841,2,6402,10.0
167991,163942013,2,6473,10.0
167992,163419291,0,6473,10.0
167992,163423110,0,6402,10.0
167992,163742633,3,12450,10.0
168010,163940949,0,12450,10.0
168010,163941790,0,6473,10.0
168010,163943109,0,10597,0.0
168010,164454442,5,9424,10.0
168013,163215480,0,6473,10.0
168013,163215694,0,6402,10.0
168013,163215831,0,12450,10.0
168013,163553471,3,9424,10.0
168022,165056058,0,9428,0.0
168022,165056436,0,11893,10.0
168022,165398634,3,236309,10.0
168415,170504264,0,11831,10.0
168415,170740873,2,7195,10.0
168415,170741088,2,6022,10.0
168473,163839490,0,10597,10.0
168473,163839845,0,9424,10.0
168473,163986458,1,8928,10.0
168482,171002212,0,14168,0.0
168482,171216606,2,7035,10.0
168482,171218792,2,26902,10.0
168482,171219231,2,15528,10.0
168482,171219383,2,204037,10.0
168482,171219508,2,8585,10.0
168482,171254012,2,5918,10.0
168568,170451929,0,7184,10.0
168568,170452013,0,6465,10.0
168568,170452254,0,11831,10.0
168568,170452427,0,11893,10.0
168568,170465390,0,6849,10.0
168568,170791185,3,6913,10.0
168568,170791219,3,11829,10.0
168568,170791257,3,14211,10.0
168568,170828481,4,10264,10.0
168568,170829845,4,9423,10.0
168568,170830535,4,8946,10.0
168568,170872483,4,9244,10.0
168568,170872841,4,21257,10.0
168568,170873484,4,24173,10.0
168568,170874728,4,9424,10.0
168580,170359759,0,7035,10.0
168580,170585280,2,5898,10.0
168580,170585610,2,5918,10.0
168605,164072910,0,10293,10.0
168605,164394377,3,12450,10.0
168643,171084912,0,7035,10.0
168643,171211199,1,14168,10.0
168643,171303658,2,5898,10.0
168643,171306896,2,8585,10.0
168643,171322117,2,9222,10.0
168643,171417685,3,5918,10.0
168687,170273350,0,8585,10.0
168687,170309097,0,204037,10.0
168687,170309142,0,15528,10.0
168687,170310451,0,26902,10.0
168687,170742549,5,5918,10.0
168710,170877349,0,5918,10.0
168710,171240599,4,37980,10.0
168710,171241537,4,14168,10.0
168952,170556385,0,7035,10.0
168952,170556989,0,5898,10.0
168952,170561756,0,8585,10.0
168952,170799331,2,5918,10.0
169230,163697495,0,8928,10.0
169230,163889749,2,10597,10.0
169230,163891509,2,9180,10.0
169230,163893352,2,8949,10.0
169258,170207831,0,8585,10.0
169258,170207938,0,15528,10.0
169258,170310161,1,204037,10.0
169258,170310308,1,26902,10.0
169258,170310418,1,5918,10.0
169258,170327127,1,7035,10.0
169258,170452418,2,14168,10.0
169355,163788969,0,8928,10.0
169355,163961224,1,9424,10.0
169466,170289679,0,14168,10.0
169466,170432596,1,37980,10.0
169466,170626504,3,5918,10.0
169487,170515286,0,7184,10.0
169487,170702540,2,6849,10.0
169487,170966004,5,14168,10.0
169487,170987779,5,5918,10.0
169508,170929167,0,5898,10.0
169508,171377001,5,9222,0.0
169508,171442030,5,8585,10.0
169508,171442264,5,7035,10.0
169508,171442883,5,5918,10.0
169518,170508389,0,9244,10.0
169518,170534594,0,14211,10.0
169518,170612486,1,6849,10.0
169518,170636505,1,6465,10.0
169518,170636593,1,11893,10.0
169518,170637812,1,11831,10.0
169518,170649260,1,24173,10.0
169518,170654100,1,7184,10.0
169518,170658228,1,8946,10.0
169518,170658244,1,21257,10.0
169518,170658254,1,9424,10.0
169518,170658391,1,10833,10.0
169518,170658408,1,31260,10.0
169518,170658418,1,11829,10.0
169518,170658468,1,6913,10.0
169518,170666084,1,10264,0.0
169597,170524652,0,5918,10.0
169597,171017405,5,14168,10.0
169732,170459888,0,7035,10.0
169732,170460029,0,5898,10.0
169732,170550130,1,5918,10.0
169732,170550520,1,8585,10.0
169732,170550571,1,9222,10.0
169999,164118580,0,10293,10.0
169999,164387339,3,12450,10.0
170184,170985848,0,5918,10.0
170184,171031593,0,8585,10.0
170184,171031610,0,204037,0.0
170184,171041442,0,15528,0.0
170184,171254280,3,14168,10.0
170184,171357066,4,26902,10.0
170184,171376807,4,7035,10.0
170216,163764109,0,8928,10.0
170216,163764360,0,8949,10.0
170216,163764438,0,9180,10.0
170216,163968951,2,10597,10.0
170598,164120007,0,10293,10.0
170598,164387690,3,12450,10.0
171164,171116415,0,5918,10.0
171164,171439857,3,14168,10.0
171547,166175620,0,31260,10.0
171547,166382866,2,21257,10.0
172501,166753640,0,6943,10.0
172501,167232525,5,6910,10.0
172501,167232981,5,37374,10.0
172671,163614410,0,7155,10.0
172671,163984408,4,8585,10.0
172777,163657561,0,10195,10.0
172777,164115143,5,10264,10.0
172777,164115177,5,8928,10.0
173113,173976384,0,10264,10.0
173113,174393872,4,6473,10.0
174136,170468468,0,7035,10.0
174136,170584571,1,9222,10.0
174136,170584590,1,8585,10.0
174136,170630578,1,5918,10.0
174136,170677537,2,5898,10.0
174136,170685883,2,14168,10.0
174335,163865616,0,8949,10.0
174335,163866088,0,9424,10.0
174335,164006310,1,9180,10.0
174335,164009107,1,39162,10.0
174335,164031907,1,8585,10.0
174335,164076813,2,10597,10.0
174335,164077287,2,37570,0.0
174591,170378077,0,11898,10.0
174591,170378082,0,7195,10.0
174591,170378087,0,8946,10.0
174591,170378122,0,37570,10.0
174591,170378187,0,9423,10.0
174591,170378253,0,10265,10.0
174591,170526213,1,5976,10.0
175039,171073347,0,5918,10.0
175039,171481290,4,14168,10.0
175226,170348866,0,37570,10.0
175226,170348869,0,11898,10.0
175226,170348877,0,8946,10.0
175226,170559740,2,9423,10.0
175226,170559830,2,7195,10.0
175226,170560471,2,10265,10.0
175226,170816357,5,5976,10.0
175339,170316106,0,11898,10.0
175339,170316176,0,7195,10.0
175339,170316228,0,8946,10.0
175339,170330619,0,37570,10.0
175339,170402647,1,9423,10.0
175339,170402673,1,10265,10.0
175339,170591876,3,5976,10.0
175791,170495427,0,9423,10.0
175791,170495469,0,37570,10.0
175791,170495513,0,11898,10.0
175791,170495523,0,8946,10.0
175791,170495532,0,7195,10.0
175791,170503209,0,5976,10.0
175791,170667894,1,10265,0.0
175878,165647611,0,5969,10.0
175878,166078232,4,10195,10.0
175878,166078686,4,5968,10.0
175878,166079209,4,37570,10.0
175885,165682850,0,10195,10.0
175885,165818151,1,37570,10.0
175885,165818417,1,5968,0.0
175885,165818425,1,5969,0.0
176497,165675597,0,10195,10.0
176497,165676171,0,37570,10.0
176497,165678883,0,5968,10.0
176497,165787649,1,5969,10.0
176501,165654430,0,10195,10.0
176501,165733544,0,5969,10.0
176501,165787815,1,5968,10.0
176501,165906899,2,37570,10.0
176595,165651658,0,10195,10.0
176595,165653477,0,37570,10.0
176595,165934496,3,5968,10.0
176595,165934624,3,5969,10.0
177322,163535414,0,6465,10.0
177322,163594527,0,37374,10.0
177322,163663800,1,14247,10.0
177587,170413535,0,6402,10.0
177587,170413563,0,6473,10.0
177587,170413573,0,12450,10.0
177587,170441157,0,9428,10.0
177587,170441227,0,11893,10.0
177587,170441630,0,10265,10.0
177587,170555595,1,10264,10.0
177587,170555642,1,37876,10.0
177587,170601514,2,8928,10.0
177587,170603132,2,236309,10.0
178377,163881833,0,6465,10.0
178377,163985837,1,10265,0.0
178720,163535340,0,6465,10.0
178720,163593787,0,236309,10.0
178720,163725281,2,37876,0.0
178720,163726487,2,10265,10.0
178734,163629813,0,6465,0.0
178734,163985137,4,37374,10.0
179533,163670985,0,37374,10.0
179533,163671525,0,14247,10.0
179533,164021175,4,10265,10.0
180144,170321147,0,7184,10.0
180144,170406421,0,6465,10.0
180144,170406461,0,11831,10.0
180144,170406483,0,11893,10.0
180144,170407684,1,8946,10.0
180144,170407728,1,14211,10.0
180144,170432060,1,6849,10.0
180144,170675126,4,6913,10.0
180144,170675148,4,11829,10.0
180144,170677370,4,9423,10.0
180144,170677416,4,10264,10.0
180306,174312477,0,10195,10.0
180306,174312520,0,21257,10.0
180306,174312668,0,8946,10.0
180306,174312774,0,24173,10.0
180306,174589788,3,9424,10.0
181445,163514277,0,8928,10.0
181445,163973549,5,37876,10.0
181445,163974182,5,6465,10.0
181445,163975258,5,6402,10.0
181445,163975883,5,37980,10.0
181445,163976825,5,10763,10.0
181957,163631373,0,31260,10.0
181957,163880820,2,39162,10.0
184052,166027000,0,6402,10.0
184052,166027224,0,12450,10.0
184052,166135506,1,8928,10.0
184067,165960343,0,8928,10.0
184067,166026981,0,12450,10.0
184067,166058599,1,6402,10.0
184286,165762173,0,8928,10.0
184286,166055785,3,12450,10.0
184286,166055953,3,6402,10.0
184350,163962870,0,37374,10.0
184350,164223530,3,14247,10.0
184827,165439962,0,7182,0.0
184827,165542915,1,7166,0.0
184827,165716411,3,7165,10.0
185025,164339826,0,7166,10.0
185025,164339843,0,31260,10.0
185025,164636709,3,8585,10.0
194258,174596628,0,6402,10.0
194258,174596681,0,6473,10.0
194258,174596708,0,12450,10.0
194258,174648010,0,9428,10.0
194258,174703738,1,6022,10.0
194258,174703777,1,7195,10.0
194258,174704092,1,6851,10.0
198574,164548163,0,19610,10.0
198574,164548389,0,8946,10.0
198574,164548487,0,11893,10.0
198574,164719432,1,5968,10.0
198574,164719714,1,5969,10.0
198574,164722552,2,8864,10.0
198574,164867590,3,9423,10.0
198574,164868267,3,9424,10.0
198574,164987071,5,7167,10.0
198574,164987104,5,7166,10.0
198574,164987162,5,7165,10.0
198990,166221546,0,8946,10.0
198990,166222347,0,8928,0.0
198990,166223624,0,24173,10.0
198990,166330637,1,13731,10.0
198990,166330838,1,6022,10.0
198990,166475425,2,10195,10.0
198990,166475614,2,9423,10.0
198990,166475722,2,21257,10.0
198990,166475817,2,9424,10.0
198990,166476890,2,10597,0.0
200264,170555931,0,8585,10.0
200264,170560890,0,15528,10.0
200264,170586352,0,7035,10.0
200264,170711528,1,5918,10.0
200264,171031853,5,14168,10.0
200480,168889483,0,10293,10.0
200480,168890041,0,6473,10.0
200480,169371368,5,37570,10.0
200600,171283565,0,5961,10.0
200600,171284101,0,7012,10.0
200600,171574516,3,7020,10.0
206737,165562265,0,7192,10.0
206737,165873330,3,10763,10.0
206737,165873431,3,5918,10.0
206746,165077670,0,7192,10.0
206746,165419179,3,10833,10.0
208407,171078396,0,14247,10.0
208407,171079404,0,7157,10.0
208407,171380987,3,9424,10.0
208407,171381076,3,8946,10.0
208407,171468937,4,37374,10.0
220105,170381428,0,37374,10.0
220105,170435576,0,6009,10.0
220105,170771706,4,37570,10.0
220105,170772642,4,9423,10.0
220105,170772660,4,8949,10.0
220105,170772673,4,9180,10.0
220167,163494486,0,6465,0.0
220167,163749586,2,31260,0.0
220203,170371377,0,37374,10.0
